datasetid,doi,status_code,doi_in_crossref
47408,10.1080/15230430.1999.12003321,200,True
47409,10.1080/15230430.1999.12003321,200,True
14621,10.1371/journal.pone.0111328,200,True
14622,10.1371/journal.pone.0111328,200,True
14628,10.1371/journal.pone.0111328,200,True
14629,10.1371/journal.pone.0111328,200,True
14624,10.1046/j.1365-2745.2001.00656.x,200,True
14673,10.1046/j.1365-2745.2001.00656.x,200,True
14674,10.1046/j.1365-2745.2001.00656.x,200,True
14675,10.1046/j.1365-2745.2001.00656.x,200,True
14676,10.1046/j.1365-2745.2001.00656.x,200,True
14678,10.1046/j.1365-2745.2001.00656.x,200,True
14680,10.1046/j.1365-2745.2001.00656.x,200,True
14681,10.1046/j.1365-2745.2001.00656.x,200,True
14682,10.1046/j.1365-2745.2001.00656.x,200,True
14683,10.1046/j.1365-2745.2001.00656.x,200,True
14684,10.1046/j.1365-2745.2001.00656.x,200,True
14612,10.1016/j.revpalbo.2006.12.002,200,True
14802,10.1016/j.yqres.2003.07.009,200,True
14803,10.1016/j.yqres.2003.07.009,200,True
14618,10.1016/j.quascirev.2011.02.006,200,True
14619,10.1016/j.quascirev.2011.02.006,200,True
14629,10.1073/pnas.1011801107,200,True
14647,10.1016/j.palaeo.2010.05.020,200,True
14648,10.1016/j.palaeo.2010.05.020,200,True
14648,10.1007/s11434-010-3226-0,200,True
14647,10.1016/j.revpalbo.2011.05.003,200,True
14648,10.1016/j.revpalbo.2011.05.003,200,True
10967,10.1073/pnas.1222239110,200,True
14651,10.1029/2011JG001821,200,True
14838,10.1016/j.quascirev.2008.01.005,200,True
14839,10.1016/j.quascirev.2008.01.005,200,True
15233,10.1016/j.yqres.2003.10.005,200,True
15234,10.1016/j.yqres.2003.10.005,200,True
15028,10.1016/j.quaint.2005.03.007,200,True
15029,10.1016/j.quaint.2005.03.007,200,True
15049,10.1016/j.quaint.2005.03.007,200,True
15050,10.1016/j.quaint.2005.03.007,200,True
15023,10.1016/j.quaint.2006.08.001,200,True
15024,10.1016/j.quaint.2006.08.001,200,True
16049,10.1016/j.palaeo.2005.04.005,200,True
16050,10.1016/j.palaeo.2005.04.005,200,True
14839,10.1111/j.1365-2699.2007.01785.x,200,True
14883,10.1016/j.foreco.2007.10.008,200,True
14884,10.1016/j.foreco.2007.10.008,200,True
14910,10.1016/j.foreco.2007.10.008,200,True
14911,10.1016/j.foreco.2007.10.008,200,True
25094,10.1016/j.foreco.2007.10.008,200,True
25095,10.1016/j.foreco.2007.10.008,200,True
25096,10.1016/j.foreco.2007.10.008,200,True
25097,10.1016/j.foreco.2007.10.008,200,True
14890,10.1029/2001JD000332,200,True
14891,10.1029/2001JD000332,200,True
15599,10.1029/2001JD000332,200,True
15600,10.1029/2001JD000332,200,True
15627,10.1029/2001JD000332,200,True
15723,10.1029/2001JD000332,200,True
15724,10.1029/2001JD000332,200,True
15826,10.1029/2001JD000332,200,True
15827,10.1029/2001JD000332,200,True
14941,10.1016/S0031-0182(01)00248-6,200,True
14958,10.1016/0033-5894(79)90078-4,200,True
14959,10.1016/0033-5894(79)90078-4,200,True
14960,10.1016/0033-5894(79)90078-4,200,True
14961,10.1016/0033-5894(79)90078-4,200,True
14967,10.1111/j.1442-9993.1994.tb00478.x,200,True
14968,10.1111/j.1442-9993.1994.tb00478.x,200,True
14969,10.1111/j.1442-9993.1994.tb00478.x,200,True
14970,10.1016/S1040-6182(98)00071-8,200,True
14971,10.1016/S1040-6182(98)00071-8,200,True
14972,10.1016/S1040-6182(98)00071-8,200,True
14987,10.1016/S1040-6182(98)00071-8,200,True
14988,10.1016/S1040-6182(98)00071-8,200,True
14989,10.1016/S1040-6182(98)00071-8,200,True
14992,10.1006/qres.1996.0022,200,True
14993,10.1006/qres.1996.0022,200,True
15010,10.1016/S0031-0182(97)00140-5,200,True
15011,10.1016/S0031-0182(97)00140-5,200,True
15012,10.1016/S0031-0182(97)00140-5,200,True
15013,10.1016/S0031-0182(97)00140-5,200,True
15014,10.1016/S0031-0182(97)00140-5,200,True
15015,10.1016/S0031-0182(97)00140-5,200,True
15016,10.1016/S0031-0182(97)00140-5,200,True
15017,10.1016/S0031-0182(97)00140-5,200,True
15018,10.1016/S0031-0182(97)00140-5,200,True
15740,10.1046/j.1523-1739.2000.99219.x,200,True
15060,10.1177/0959683611427330,200,True
15061,10.1177/0959683611427330,200,True
15100,10.1177/0959683611427330,200,True
15101,10.1177/0959683611427330,200,True
15061,10.1016/j.quascirev.2014.04.014,200,True
15101,10.1016/j.quascirev.2014.04.014,200,True
15103,10.1016/j.quascirev.2014.04.014,200,True
15115,10.1016/j.quascirev.2014.04.014,200,True
15129,10.1016/j.quascirev.2014.04.014,200,True
15130,10.1016/j.quascirev.2014.04.014,200,True
15132,10.1016/j.quascirev.2014.04.014,200,True
15061,10.1073/pnas.1410443111,200,True
15101,10.1073/pnas.1410443111,200,True
15103,10.1073/pnas.1410443111,200,True
15115,10.1073/pnas.1410443111,200,True
15130,10.1073/pnas.1410443111,200,True
15132,10.1073/pnas.1410443111,200,True
15100,10.1016/j.yqres.2006.04.004,200,True
15101,10.1016/j.yqres.2006.04.004,200,True
15131,10.1016/j.yqres.2006.04.004,200,True
15132,10.1016/j.yqres.2006.04.004,200,True
15102,10.1016/j.yqres.2012.07.004,200,True
15103,10.1016/j.yqres.2012.07.004,200,True
15114,10.1016/j.yqres.2012.07.004,200,True
15115,10.1016/j.yqres.2012.07.004,200,True
15135,10.1007/BF00177042,200,True
15136,10.1007/BF00177042,200,True
38860,10.1007/BF00177042,200,True
15137,10.1177/0959683609336569,200,True
15138,10.1177/0959683609336569,200,True
15139,10.1177/0959683609336569,200,True
15140,10.1177/0959683609336569,200,True
15149,10.1007/s10933-006-9079-5,200,True
15150,10.1007/s10933-006-9079-5,200,True
15151,10.1007/s10933-006-9079-5,200,True
15152,10.1007/s10933-006-9079-5,200,True
15153,10.1007/s10933-006-9079-5,200,True
15141,10.1006/qres.1999.2120,200,True
15142,10.1006/qres.1999.2120,200,True
15145,10.1006/qres.1999.2120,200,True
15146,10.1006/qres.1999.2120,200,True
15147,10.1006/qres.1999.2120,200,True
15148,10.1006/qres.1999.2120,200,True
16047,10.1016/S0033-5894(03)00091-7,200,True
16048,10.1016/S0033-5894(03)00091-7,200,True
15246,10.1016/j.yqres.2008.06.006,200,True
15247,10.1016/j.yqres.2008.06.006,200,True
15247,10.1111/j.1365-2699.2010.02318.x,200,True
15249,10.1890/11-1545.1,200,True
15250,10.1890/11-1545.1,200,True
15249,10.1016/j.quascirev.2008.02.015,200,True
15258,10.1016/0277-3791(93)90043-L,200,True
15259,10.1016/0277-3791(93)90043-L,200,True
15257,10.1006/qres.2000.2206,200,True
15259,10.1006/qres.2000.2206,200,True
15258,10.1016/j.quascirev.2003.11.002,200,True
15305,10.1016/j.quascirev.2003.11.002,200,True
15306,10.1016/j.quascirev.2003.11.002,200,True
15345,10.1016/j.yqres.2004.02.006,200,True
15346,10.1016/j.yqres.2004.02.006,200,True
15347,10.1016/j.yqres.2004.02.006,200,True
15348,10.1016/j.yqres.2004.02.006,200,True
15303,10.1016/j.palaeo.2010.08.013,200,True
15304,10.1016/j.palaeo.2010.08.013,200,True
15305,10.1016/j.palaeo.2010.08.013,200,True
15306,10.1016/j.palaeo.2010.08.013,200,True
17369,10.1016/j.palaeo.2010.08.013,200,True
17370,10.1016/j.palaeo.2010.08.013,200,True
17371,10.1016/j.palaeo.2010.08.013,200,True
15305,10.1007/0-387-21710-X_13,200,True
15306,10.1007/0-387-21710-X_13,200,True
15329,10.1016/j.palaeo.2007.07.008,200,True
15331,10.1016/j.palaeo.2007.07.008,200,True
15326,10.1016/j.yqres.2007.01.010,200,True
15327,10.1016/j.yqres.2007.01.010,200,True
46958,10.1016/j.yqres.2005.08.016,200,True
46959,10.1016/j.yqres.2005.08.016,200,True
46960,10.1016/j.yqres.2005.08.016,200,True
46961,10.1016/j.yqres.2005.08.016,200,True
46962,10.1016/j.yqres.2005.08.016,200,True
46963,10.1016/j.yqres.2005.08.016,200,True
46964,10.1016/j.yqres.2005.08.016,200,True
17416,10.1073/pnas.0505015102,200,True
17417,10.1073/pnas.0505015102,200,True
15364,10.1002/jqs.983,200,True
15365,10.1002/jqs.983,200,True
15366,10.1002/jqs.983,200,True
15367,10.1016/j.quascirev.2008.09.027,200,True
15368,10.1016/j.quascirev.2008.09.027,200,True
15404,10.1191/0959683604hl762rp,200,True
15405,10.1191/0959683604hl762rp,200,True
15406,10.1191/0959683604hl762rp,200,True
15401,10.1130/0091-7613(1997)025<0207:CEOGLA>2.3.CO;2,200,True
15402,10.1130/0091-7613(1997)025<0207:CEOGLA>2.3.CO;2,200,True
15403,10.1130/0091-7613(1997)025<0207:CEOGLA>2.3.CO;2,200,True
42160,10.1007/s10933-012-9619-0,200,True
42161,10.1007/s10933-012-9619-0,200,True
15710,10.1130/SPE251-p57,200,True
15711,10.1130/SPE251-p57,200,True
17996,10.1191/095968301673374360,200,True
17997,10.1191/095968301673374360,200,True
17329,10.1177/0959683609337357,200,True
17330,10.1177/0959683609337357,200,True
17331,10.1177/0959683609337357,200,True
17332,10.1177/0959683609337357,200,True
17348,10.1177/0959683609337357,200,True
17349,10.1177/0959683609337357,200,True
19313,10.1111/j.1365-2486.2007.01367.x,200,True
19314,10.1111/j.1365-2486.2007.01367.x,200,True
20621,10.1111/j.1365-2486.2007.01367.x,200,True
20622,10.1111/j.1365-2486.2007.01367.x,200,True
20689,10.1111/j.1365-2486.2007.01367.x,200,True
20690,10.1111/j.1365-2486.2007.01367.x,200,True
15676,10.1016/0034-6667(86)90022-9,200,True
15677,10.1016/0034-6667(86)90022-9,200,True
15678,10.1016/0034-6667(86)90022-9,200,True
15691,10.1007/s10933-006-9061-2,200,True
15692,10.1007/s10933-006-9061-2,200,True
15691,10.1007/s10750-009-9855-0,200,True
15692,10.1007/s10750-009-9855-0,200,True
15682,10.2307/2845547,200,True
17304,10.2307/2845547,200,True
17387,10.2307/2845547,200,True
17404,10.2307/2845547,200,True
17406,10.2307/2845547,200,True
15688,10.1007/BF02348600,200,True
15705,10.5190/tga1948.37.166,200,True
15706,10.5190/tga1948.37.166,200,True
15708,10.5190/tga1948.38.24,200,True
15709,10.5190/tga1948.38.24,200,True
15754,10.1016/0033-5894(87)90040-8,200,True
26693,10.1016/0033-5894(87)90040-8,200,True
15753,10.7202/032831ar,200,True
15754,10.7202/032831ar,200,True
26693,10.7202/032831ar,200,True
15749,10.1130/0091-7613(1993)021<0793:LSROLH>2.3.CO;2,200,True
15750,10.1130/0091-7613(1993)021<0793:LSROLH>2.3.CO;2,200,True
19322,10.1002/jqs.793,200,True
19323,10.1002/jqs.793,200,True
21892,10.1016/S0277-3791(01)00138-X,200,True
21904,10.1016/S0277-3791(01)00138-X,200,True
21906,10.1016/S0277-3791(01)00138-X,200,True
21908,10.1016/S0277-3791(01)00138-X,200,True
21930,10.1016/S0277-3791(01)00138-X,200,True
21939,10.1016/S0277-3791(01)00138-X,200,True
21941,10.1016/S0277-3791(01)00138-X,200,True
21943,10.1016/S0277-3791(01)00138-X,200,True
39062,10.1016/j.yqres.2008.03.006,200,True
39063,10.1016/j.yqres.2008.03.006,200,True
39064,10.1016/j.yqres.2008.03.006,200,True
39067,10.1016/j.yqres.2008.03.006,200,True
39068,10.1016/j.yqres.2008.03.006,200,True
39070,10.1016/j.yqres.2008.03.006,200,True
15887,10.4319/lo.2010.55.6.2403,200,True
15890,10.1016/j.yqres.2006.08.006,200,True
15891,10.1016/j.yqres.2006.08.006,200,True
15892,10.1016/j.yqres.2006.08.006,200,True
15936,10.1016/j.yqres.2015.03.005,200,True
15937,10.1016/j.yqres.2015.03.005,200,True
15938,10.1016/j.yqres.2015.03.005,200,True
15939,10.1016/j.yqres.2015.03.005,200,True
15940,10.1016/j.yqres.2015.03.005,200,True
19271,10.1007/978-94-017-3622-0_40,200,True
19272,10.1007/978-94-017-3622-0_40,200,True
19273,10.1007/978-94-017-3622-0_40,200,True
19274,10.1007/978-94-017-3622-0_40,200,True
19275,10.1007/978-94-017-3622-0_40,200,True
19276,10.1007/978-94-017-3622-0_40,200,True
19277,10.1007/978-94-017-3622-0_40,200,True
19278,10.1007/978-94-017-3622-0_40,200,True
19279,10.1007/978-94-017-3622-0_40,200,True
19280,10.1007/978-94-017-3622-0_40,200,True
19281,10.1007/978-94-017-3622-0_40,200,True
19282,10.1007/978-94-017-3622-0_40,200,True
19283,10.1007/978-94-017-3622-0_40,200,True
19284,10.1007/978-94-017-3622-0_40,200,True
19285,10.1007/978-94-017-3622-0_40,200,True
19286,10.1007/978-94-017-3622-0_40,200,True
19287,10.1007/978-94-017-3622-0_40,200,True
19288,10.1007/978-94-017-3622-0_40,200,True
19289,10.1007/978-94-017-3622-0_40,200,True
19290,10.1007/978-94-017-3622-0_40,200,True
19291,10.1007/978-94-017-3622-0_40,200,True
19292,10.1007/978-94-017-3622-0_40,200,True
19293,10.1007/978-94-017-3622-0_40,200,True
19294,10.1007/978-94-017-3622-0_40,200,True
19295,10.1007/978-94-017-3622-0_40,200,True
19296,10.1007/978-94-017-3622-0_40,200,True
19297,10.1007/978-94-017-3622-0_40,200,True
19298,10.1007/978-94-017-3622-0_40,200,True
19299,10.1007/978-94-017-3622-0_40,200,True
19300,10.1007/978-94-017-3622-0_40,200,True
19301,10.1007/978-94-017-3622-0_40,200,True
19302,10.1007/978-94-017-3622-0_40,200,True
19303,10.1007/978-94-017-3622-0_40,200,True
19304,10.1007/978-94-017-3622-0_40,200,True
19305,10.1007/978-94-017-3622-0_40,200,True
19306,10.1007/978-94-017-3622-0_40,200,True
19307,10.1007/978-94-017-3622-0_40,200,True
19308,10.1007/978-94-017-3622-0_40,200,True
15954,10.1016/S0031-0182(03)00272-4,200,True
15955,10.1016/S0031-0182(03)00272-4,200,True
17365,10.1016/S0031-0182(03)00272-4,200,True
17366,10.1016/S0031-0182(03)00272-4,200,True
15953,10.1006/qres.2002.2324,200,True
17364,10.1006/qres.2002.2324,200,True
15956,10.1191/0959683603hl667ft,200,True
15957,10.1191/0959683603hl667ft,200,True
15957,10.1177/0959683614538073,200,True
15956,10.1139/B03-016,200,True
15957,10.1139/B03-016,200,True
16094,10.1016/S0033-5894(03)00083-8,200,True
16095,10.1016/S0033-5894(03)00083-8,200,True
16096,10.1016/S0033-5894(03)00083-8,200,True
16100,10.1016/S0033-5894(03)00083-8,200,True
16101,10.1016/S0033-5894(03)00083-8,200,True
16094,10.1130/0091-7613(1989)017<0357:LPTDOT>2.3.CO;2,200,True
16095,10.1130/0091-7613(1989)017<0357:LPTDOT>2.3.CO;2,200,True
16096,10.1130/0091-7613(1989)017<0357:LPTDOT>2.3.CO;2,200,True
19815,10.1177/0959683615574584,200,True
19816,10.1177/0959683615574584,200,True
19817,10.1177/0959683615574584,200,True
19818,10.1177/0959683615574584,200,True
16172,10.1006/qres.2002.2388,200,True
16173,10.1006/qres.2002.2388,200,True
20610,10.1177/0959683607080521,200,True
20611,10.1177/0959683607080521,200,True
17772,10.1139/F07-078,200,True
17864,10.1139/F07-078,200,True
17874,10.1139/F07-078,200,True
17875,10.1139/F07-078,200,True
17876,10.1139/F07-078,200,True
17877,10.1139/F07-078,200,True
17881,10.1139/F07-078,200,True
17882,10.1139/F07-078,200,True
17884,10.1139/F07-078,200,True
17885,10.1139/F07-078,200,True
17886,10.1139/F07-078,200,True
17887,10.1139/F07-078,200,True
17888,10.1139/F07-078,200,True
17889,10.1139/F07-078,200,True
17892,10.1139/F07-078,200,True
17893,10.1139/F07-078,200,True
17894,10.1139/F07-078,200,True
17895,10.1139/F07-078,200,True
17896,10.1139/F07-078,200,True
17897,10.1139/F07-078,200,True
17898,10.1139/F07-078,200,True
17899,10.1139/F07-078,200,True
17900,10.1139/F07-078,200,True
17903,10.1139/F07-078,200,True
17904,10.1139/F07-078,200,True
17905,10.1139/F07-078,200,True
17906,10.1139/F07-078,200,True
17907,10.1139/F07-078,200,True
17908,10.1139/F07-078,200,True
17909,10.1139/F07-078,200,True
17910,10.1139/F07-078,200,True
17911,10.1139/F07-078,200,True
17912,10.1139/F07-078,200,True
17913,10.1139/F07-078,200,True
17914,10.1139/F07-078,200,True
17915,10.1139/F07-078,200,True
17916,10.1139/F07-078,200,True
17935,10.1139/F07-078,200,True
17936,10.1139/F07-078,200,True
17937,10.1139/F07-078,200,True
17938,10.1139/F07-078,200,True
17939,10.1139/F07-078,200,True
17940,10.1139/F07-078,200,True
17942,10.1139/F07-078,200,True
17943,10.1139/F07-078,200,True
17948,10.1139/F07-078,200,True
17949,10.1139/F07-078,200,True
17950,10.1139/F07-078,200,True
17951,10.1139/F07-078,200,True
17959,10.1139/F07-078,200,True
17960,10.1139/F07-078,200,True
17962,10.1139/F07-078,200,True
20873,10.1139/F07-078,200,True
20874,10.1139/F07-078,200,True
17963,10.1080/10402381.2015.1013648,200,True
17964,10.1080/10402381.2015.1013648,200,True
17965,10.1080/10402381.2015.1013648,200,True
17966,10.1080/10402381.2015.1013648,200,True
17967,10.1080/10402381.2015.1013648,200,True
17968,10.1080/10402381.2015.1013648,200,True
17969,10.1080/10402381.2015.1013648,200,True
17970,10.1080/10402381.2015.1013648,200,True
17971,10.1080/10402381.2015.1013648,200,True
17972,10.1080/10402381.2015.1013648,200,True
17973,10.1080/10402381.2015.1013648,200,True
17974,10.1080/10402381.2015.1013648,200,True
17975,10.1080/10402381.2015.1013648,200,True
17976,10.1080/10402381.2015.1013648,200,True
17977,10.1080/10402381.2015.1013648,200,True
17978,10.1080/10402381.2015.1013648,200,True
17979,10.1080/10402381.2015.1013648,200,True
17980,10.1080/10402381.2015.1013648,200,True
17981,10.1080/10402381.2015.1013648,200,True
17982,10.1080/10402381.2015.1013648,200,True
17983,10.1080/10402381.2015.1013648,200,True
17984,10.1080/10402381.2015.1013648,200,True
17985,10.1080/10402381.2015.1013648,200,True
17986,10.1080/10402381.2015.1013648,200,True
17987,10.1080/10402381.2015.1013648,200,True
17988,10.1080/10402381.2015.1013648,200,True
17998,10.1080/10402381.2015.1013648,200,True
17999,10.1080/10402381.2015.1013648,200,True
18000,10.1080/10402381.2015.1013648,200,True
18001,10.1080/10402381.2015.1013648,200,True
18002,10.1080/10402381.2015.1013648,200,True
18003,10.1080/10402381.2015.1013648,200,True
18004,10.1080/10402381.2015.1013648,200,True
18005,10.1080/10402381.2015.1013648,200,True
18006,10.1080/10402381.2015.1013648,200,True
18007,10.1080/10402381.2015.1013648,200,True
18008,10.1080/10402381.2015.1013648,200,True
18009,10.1080/10402381.2015.1013648,200,True
18010,10.1080/10402381.2015.1013648,200,True
18011,10.1080/10402381.2015.1013648,200,True
18012,10.1080/10402381.2015.1013648,200,True
18013,10.1080/10402381.2015.1013648,200,True
18014,10.1080/10402381.2015.1013648,200,True
18015,10.1080/10402381.2015.1013648,200,True
18016,10.1080/10402381.2015.1013648,200,True
18017,10.1080/10402381.2015.1013648,200,True
18024,10.1080/10402381.2015.1013648,200,True
18025,10.1080/10402381.2015.1013648,200,True
18026,10.1080/10402381.2015.1013648,200,True
18027,10.1080/10402381.2015.1013648,200,True
18028,10.1080/10402381.2015.1013648,200,True
18029,10.1080/10402381.2015.1013648,200,True
18030,10.1080/10402381.2015.1013648,200,True
18031,10.1080/10402381.2015.1013648,200,True
18032,10.1080/10402381.2015.1013648,200,True
18033,10.1080/10402381.2015.1013648,200,True
18034,10.1080/10402381.2015.1013648,200,True
18035,10.1080/10402381.2015.1013648,200,True
18036,10.1080/10402381.2015.1013648,200,True
18037,10.1080/10402381.2015.1013648,200,True
18038,10.1080/10402381.2015.1013648,200,True
18039,10.1080/10402381.2015.1013648,200,True
18040,10.1080/10402381.2015.1013648,200,True
18041,10.1080/10402381.2015.1013648,200,True
18042,10.1080/10402381.2015.1013648,200,True
18043,10.1080/10402381.2015.1013648,200,True
18044,10.1080/10402381.2015.1013648,200,True
18045,10.1080/10402381.2015.1013648,200,True
18046,10.1080/10402381.2015.1013648,200,True
18047,10.1080/10402381.2015.1013648,200,True
18048,10.1080/10402381.2015.1013648,200,True
18049,10.1080/10402381.2015.1013648,200,True
18052,10.1080/10402381.2015.1013648,200,True
18054,10.1080/10402381.2015.1013648,200,True
18055,10.1080/10402381.2015.1013648,200,True
18056,10.1080/10402381.2015.1013648,200,True
18057,10.1080/10402381.2015.1013648,200,True
18064,10.1080/10402381.2015.1013648,200,True
18065,10.1080/10402381.2015.1013648,200,True
18066,10.1080/10402381.2015.1013648,200,True
18067,10.1080/10402381.2015.1013648,200,True
18068,10.1080/10402381.2015.1013648,200,True
18069,10.1080/10402381.2015.1013648,200,True
18070,10.1080/10402381.2015.1013648,200,True
18071,10.1080/10402381.2015.1013648,200,True
18072,10.1080/10402381.2015.1013648,200,True
18073,10.1080/10402381.2015.1013648,200,True
18074,10.1080/10402381.2015.1013648,200,True
18075,10.1080/10402381.2015.1013648,200,True
18076,10.1080/10402381.2015.1013648,200,True
18077,10.1080/10402381.2015.1013648,200,True
18078,10.1080/10402381.2015.1013648,200,True
18079,10.1080/10402381.2015.1013648,200,True
18080,10.1080/10402381.2015.1013648,200,True
18081,10.1080/10402381.2015.1013648,200,True
18082,10.1080/10402381.2015.1013648,200,True
18083,10.1080/10402381.2015.1013648,200,True
16220,10.1130/0091-7613(2000)28<51:RROATV>2.0.CO;2,200,True
16221,10.1130/0091-7613(2000)28<51:RROATV>2.0.CO;2,200,True
16222,10.1130/0091-7613(2000)28<51:RROATV>2.0.CO;2,200,True
16223,10.1130/0091-7613(2000)28<51:RROATV>2.0.CO;2,200,True
16224,10.1130/0091-7613(2000)28<51:RROATV>2.0.CO;2,200,True
17738,10.1007/s10750-007-0644-3,200,True
17814,10.1007/s10750-007-0644-3,200,True
17819,10.1007/s10750-007-0644-3,200,True
17952,10.1007/s10750-007-0644-3,200,True
17953,10.1007/s10750-007-0644-3,200,True
17954,10.1007/s10750-007-0644-3,200,True
17955,10.1007/s10750-007-0644-3,200,True
17956,10.1007/s10750-007-0644-3,200,True
17957,10.1007/s10750-007-0644-3,200,True
17958,10.1007/s10750-007-0644-3,200,True
17961,10.1007/s10750-007-0644-3,200,True
17628,10.1111/j.1365-2427.1983.tb00656.x,200,True
17629,10.1111/j.1365-2427.1983.tb00656.x,200,True
17630,10.1111/j.1365-2427.1983.tb00656.x,200,True
17631,10.1111/j.1365-2427.1983.tb00656.x,200,True
17632,10.1111/j.1365-2427.1983.tb00656.x,200,True
17633,10.1111/j.1365-2427.1983.tb00656.x,200,True
17634,10.1111/j.1365-2427.1983.tb00656.x,200,True
17635,10.1111/j.1365-2427.1983.tb00656.x,200,True
17636,10.1111/j.1365-2427.1983.tb00656.x,200,True
17637,10.1111/j.1365-2427.1983.tb00656.x,200,True
17638,10.1111/j.1365-2427.1983.tb00656.x,200,True
17639,10.1111/j.1365-2427.1983.tb00656.x,200,True
17640,10.1111/j.1365-2427.1983.tb00656.x,200,True
17641,10.1111/j.1365-2427.1983.tb00656.x,200,True
17646,10.1111/j.1365-2427.1983.tb00656.x,200,True
17647,10.1111/j.1365-2427.1983.tb00656.x,200,True
17648,10.1111/j.1365-2427.1983.tb00656.x,200,True
17649,10.1111/j.1365-2427.1983.tb00656.x,200,True
17650,10.1111/j.1365-2427.1983.tb00656.x,200,True
17651,10.1111/j.1365-2427.1983.tb00656.x,200,True
17652,10.1111/j.1365-2427.1983.tb00656.x,200,True
17653,10.1111/j.1365-2427.1983.tb00656.x,200,True
17654,10.1111/j.1365-2427.1983.tb00656.x,200,True
17655,10.1111/j.1365-2427.1983.tb00656.x,200,True
17656,10.1111/j.1365-2427.1983.tb00656.x,200,True
17657,10.1111/j.1365-2427.1983.tb00656.x,200,True
17658,10.1111/j.1365-2427.1983.tb00656.x,200,True
17659,10.1111/j.1365-2427.1983.tb00656.x,200,True
17660,10.1111/j.1365-2427.1983.tb00656.x,200,True
17661,10.1111/j.1365-2427.1983.tb00656.x,200,True
17662,10.1111/j.1365-2427.1983.tb00656.x,200,True
17663,10.1111/j.1365-2427.1983.tb00656.x,200,True
17664,10.1111/j.1365-2427.1983.tb00656.x,200,True
17665,10.1111/j.1365-2427.1983.tb00656.x,200,True
17673,10.1111/j.1365-2427.1983.tb00656.x,200,True
17674,10.1111/j.1365-2427.1983.tb00656.x,200,True
17676,10.1111/j.1365-2427.1983.tb00656.x,200,True
17678,10.1111/j.1365-2427.1983.tb00656.x,200,True
17679,10.1111/j.1365-2427.1983.tb00656.x,200,True
17681,10.1111/j.1365-2427.1983.tb00656.x,200,True
17683,10.1111/j.1365-2427.1983.tb00656.x,200,True
17684,10.1111/j.1365-2427.1983.tb00656.x,200,True
17685,10.1111/j.1365-2427.1983.tb00656.x,200,True
17686,10.1111/j.1365-2427.1983.tb00656.x,200,True
17687,10.1111/j.1365-2427.1983.tb00656.x,200,True
17690,10.1111/j.1365-2427.1983.tb00656.x,200,True
17691,10.1111/j.1365-2427.1983.tb00656.x,200,True
17692,10.1111/j.1365-2427.1983.tb00656.x,200,True
17693,10.1111/j.1365-2427.1983.tb00656.x,200,True
17695,10.1111/j.1365-2427.1983.tb00656.x,200,True
17697,10.1111/j.1365-2427.1983.tb00656.x,200,True
17698,10.1111/j.1365-2427.1983.tb00656.x,200,True
17699,10.1111/j.1365-2427.1983.tb00656.x,200,True
17700,10.1111/j.1365-2427.1983.tb00656.x,200,True
17701,10.1111/j.1365-2427.1983.tb00656.x,200,True
17704,10.1111/j.1365-2427.1983.tb00656.x,200,True
17705,10.1111/j.1365-2427.1983.tb00656.x,200,True
17706,10.1111/j.1365-2427.1983.tb00656.x,200,True
17770,10.1111/j.1365-2427.1983.tb00656.x,200,True
17771,10.1111/j.1365-2427.1983.tb00656.x,200,True
17303,10.1191/0959683603hl608rp,200,True
17304,10.1191/0959683603hl608rp,200,True
17387,10.1191/0959683603hl608rp,200,True
17404,10.1191/0959683603hl608rp,200,True
17406,10.1191/0959683603hl608rp,200,True
19311,http://dx.doi.org/10.1016/j.yqres.2009.11.010,200,True
19312,http://dx.doi.org/10.1016/j.yqres.2009.11.010,200,True
17364,10.1126/science.283.5401.516,200,True
17406,10.2307/1940810,200,True
17418,10.1016/j.yqres.2011.08.006,200,True
17419,10.1016/j.yqres.2011.08.006,200,True
20280,10.1177/0959683614556389,200,True
20281,10.1177/0959683614556389,200,True
20286,10.1177/0959683614556389,200,True
20287,10.1177/0959683614556389,200,True
20288,10.1177/0959683614556389,200,True
20289,10.1177/0959683614556389,200,True
20294,10.1177/0959683614556389,200,True
20295,10.1177/0959683614556389,200,True
17722,10.1016/S0277-3791(01)00042-7,200,True
17845,10.1016/S0277-3791(01)00042-7,200,True
17846,10.1016/S0277-3791(01)00042-7,200,True
17668,10.7202/032477ar,200,True
17723,10.1016/S0277-3791(01)00041-5,200,True
17920,10.1016/S0031-0182(99)00094-2,200,True
17871,10.1016/j.palaeo.2012.12.023,200,True
17872,10.1016/j.palaeo.2012.12.023,200,True
17873,10.1016/j.palaeo.2012.12.023,200,True
18101,10.1002/jqs.1233,200,True
18102,10.1002/jqs.1233,200,True
18103,10.1002/jqs.1233,200,True
18104,10.1002/jqs.1233,200,True
17927,10.4311/2014PA0107,200,True
17928,10.4311/2014PA0107,200,True
17994,10.1016/j.yqres.2009.10.005,200,True
17995,10.1016/j.yqres.2009.10.005,200,True
18050,10.1016/j.yqres.2009.10.005,200,True
18051,10.1016/j.yqres.2009.10.005,200,True
18121,10.1191/0959683603hl648rp,200,True
18122,10.1191/0959683603hl648rp,200,True
18123,10.1191/0959683603hl648rp,200,True
18158,10.1016/j.yqres.2014.11.005,200,True
18159,10.1016/j.yqres.2014.11.005,200,True
20845,10.2307/1380879,200,True
20846,10.2307/1380879,200,True
